trace_id,phase0_selector,phase0_source,coverage_status,trace_class,semantic_justification,semantic_review_verdict,phase1_selectors,evidence_paths,notes
TRACE-SFA-P0-NFR-004,SFA-P0-NFR-004,SRC-PRD-P0,partial,scaffolded,Phase 1 preserves governance sources and scaffolds controls; full improvement workflow execution remains later-phase work.,sufficient,SFA-P1-INIT-REPO-004;SFA-P1-INIT-YAML-*;SFA-P1-INIT-SKILL-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;sys-for-ai/docs/system_document_spine.md;sys-for-ai/docs/skill_integration_policy.md;sys-for-ai/registries/object_relationship_registry.csv;sys-for-ai/registries/control_record_registry.csv;sys-for-ai/control_records/agentjobs/AJ-P1-SYSTEM-DEFINITION-TEMPLATE-001.yaml;sys-for-ai/control_records/agentjobs/AJ-P1-SKILL-SYNC-001.yaml,Expanded from TRACE-P0-IMPROVEMENT-GOVERNANCE. Phase 1 preserves these design and governance concerns and adds controlled scaffolds for later formalization.
TRACE-SFA-P0-NFR-005,SFA-P0-NFR-005,SRC-PRD-P0,partial,scaffolded,Phase 1 preserves governance sources and scaffolds controls; full improvement workflow execution remains later-phase work.,sufficient,SFA-P1-INIT-REPO-004;SFA-P1-INIT-YAML-*;SFA-P1-INIT-SKILL-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;sys-for-ai/docs/system_document_spine.md;sys-for-ai/docs/skill_integration_policy.md;sys-for-ai/registries/object_relationship_registry.csv;sys-for-ai/registries/control_record_registry.csv;sys-for-ai/control_records/agentjobs/AJ-P1-SYSTEM-DEFINITION-TEMPLATE-001.yaml;sys-for-ai/control_records/agentjobs/AJ-P1-SKILL-SYNC-001.yaml,Expanded from TRACE-P0-IMPROVEMENT-GOVERNANCE. Phase 1 preserves these design and governance concerns and adds controlled scaffolds for later formalization.
TRACE-SFA-CORE-ROLE-002,SFA-CORE-ROLE-002,SRC-PRD-P0,partial,scaffolded,Phase 1 adds role registry and role skill crosswalk scaffolds while full runtime enforcement remains later.,sufficient,SFA-P1-INIT-ROLE-*;SFA-P1-INIT-CORESKILL-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;implementation_plans/sys-for-ai-dev_all_recommendations_implementation_plan.md,All recommendations AJ 01 PRD integration row for discovery role binding.
TRACE-SFA-CORE-ROLE-003,SFA-CORE-ROLE-003,SRC-PRD-P0,partial,scaffolded,Phase 1 adds role registry and role skill crosswalk scaffolds while full runtime enforcement remains later.,sufficient,SFA-P1-INIT-ROLE-*;SFA-P1-INIT-CORESKILL-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;implementation_plans/sys-for-ai-dev_all_recommendations_implementation_plan.md,All recommendations AJ 01 PRD integration row for role skill crosswalk.
TRACE-SFA-CORE-ROLE-004,SFA-CORE-ROLE-004,SRC-PRD-P0,partial,scaffolded,Phase 1 adds temporary role policy scaffolds while full runtime enforcement remains later.,sufficient,SFA-P1-INIT-ROLE-004;SFA-P1-INIT-ROLE-005,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;implementation_plans/sys-for-ai-dev_all_recommendations_implementation_plan.md,All recommendations AJ 01 PRD integration row for temporary roles.
TRACE-SFA-CORE-ROLE-005,SFA-CORE-ROLE-005,SRC-PRD-P0,partial,scaffolded,Phase 1 adds role execution binding validation scaffolds while full runtime enforcement remains later.,sufficient,SFA-P1-INIT-ROLE-003;SFA-P1-INIT-ROLE-005,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;implementation_plans/sys-for-ai-dev_all_recommendations_implementation_plan.md,All recommendations AJ 01 PRD integration row for role execution validation.
TRACE-SFA-CORE-LAYER-001,SFA-CORE-LAYER-001,SRC-PRD-P0,partial,scaffolded,Phase 1 adds system layer registry and validation scaffolds while full runtime enforcement remains later.,sufficient,SFA-P1-INIT-LAYER-*;SFA-P1-INIT-VAL-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;implementation_plans/sys-for-ai-dev_all_recommendations_implementation_plan.md,All recommendations AJ 01 PRD integration row for subject layer declarations.
TRACE-SFA-CORE-LAYER-002,SFA-CORE-LAYER-002,SRC-PRD-P0,partial,scaffolded,Phase 1 adds self hosting policy and system layer scaffolds while full runtime enforcement remains later.,sufficient,SFA-P1-INIT-LAYER-*;SFA-P1-INIT-CORESKILL-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;implementation_plans/sys-for-ai-dev_all_recommendations_implementation_plan.md,All recommendations AJ 01 PRD integration row for development system authority.
TRACE-SFA-CORE-LAYER-003,SFA-CORE-LAYER-003,SRC-PRD-P0,partial,scaffolded,Phase 1 adds system layer registry scaffolds while full target system enforcement remains later.,sufficient,SFA-P1-INIT-LAYER-*;SFA-P1-INIT-DISC-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;implementation_plans/sys-for-ai-dev_all_recommendations_implementation_plan.md,All recommendations AJ 01 PRD integration row for framework product boundaries.
TRACE-SFA-CORE-LAYER-004,SFA-CORE-LAYER-004,SRC-PRD-P0,partial,scaffolded,Phase 1 adds system layer governance scaffolds while future target system mutation controls remain later.,sufficient,SFA-P1-INIT-LAYER-*;SFA-P1-INIT-ROLE-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;implementation_plans/sys-for-ai-dev_all_recommendations_implementation_plan.md,All recommendations AJ 01 PRD integration row for framework improvement routing.
TRACE-SFA-CORE-LAYER-005,SFA-CORE-LAYER-005,SRC-PRD-P0,partial,scaffolded,Phase 1 adds derivative authority and system layer scaffolds while promotion workflow execution remains later.,sufficient,SFA-P1-INIT-LAYER-*;SFA-P1-INIT-VAL-*;SFA-P1-INIT-CORESKILL-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;implementation_plans/sys-for-ai-dev_all_recommendations_implementation_plan.md,All recommendations AJ 01 PRD integration row for derivative authority limits.
TRACE-SFA-CORE-SELFHOST-001,SFA-CORE-SELFHOST-001,SRC-PRD-P0,partial,scaffolded,Phase 1 adds self hosting policy and configuration scaffolds while full self hosting automation remains later.,sufficient,SFA-P1-INIT-LAYER-*;SFA-P1-INIT-CORESKILL-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;implementation_plans/sys-for-ai-dev_all_recommendations_implementation_plan.md,All recommendations AJ 01 PRD integration row for self hosting mode.
TRACE-SFA-CORE-SELFHOST-002,SFA-CORE-SELFHOST-002,SRC-PRD-P0,partial,scaffolded,Phase 1 adds system layer validation scaffolds while full mutation gate enforcement remains later.,sufficient,SFA-P1-INIT-LAYER-001;SFA-P1-INIT-LAYER-004,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;implementation_plans/sys-for-ai-dev_all_recommendations_implementation_plan.md,All recommendations AJ 01 PRD integration row for self hosting layer classification.
TRACE-SFA-CORE-SELFHOST-003,SFA-CORE-SELFHOST-003,SRC-PRD-P0,partial,scaffolded,Phase 1 already includes control records and adds self hosting routing obligations while full workflow execution remains later.,sufficient,SFA-P1-INIT-YAML-*;SFA-P1-INIT-LAYER-*;SFA-P1-INIT-VAL-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;implementation_plans/sys-for-ai-dev_all_recommendations_implementation_plan.md,All recommendations AJ 01 PRD integration row for self hosting routing controls.
TRACE-SFA-CORE-SELFHOST-004,SFA-CORE-SELFHOST-004,SRC-PRD-P0,partial,scaffolded,Phase 1 adds derivative and authority validation scaffolds while full promotion enforcement remains later.,sufficient,SFA-P1-INIT-LAYER-*;SFA-P1-INIT-VAL-*;SFA-P1-INIT-CORESKILL-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;implementation_plans/sys-for-ai-dev_all_recommendations_implementation_plan.md,All recommendations AJ 01 PRD integration row for derivative prohibition.
TRACE-SFA-CORE-DISCOVERY-001,SFA-CORE-DISCOVERY-001,SRC-PRD-P0,partial,scaffolded,Phase 1 adds discovery gate registry template and validation scaffolds while full discovery operation remains later.,sufficient,SFA-P1-INIT-DISC-*;SFA-P1-INIT-ROLE-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;implementation_plans/sys-for-ai-dev_all_recommendations_implementation_plan.md,All recommendations AJ 01 PRD integration row for discovery gate start.
TRACE-SFA-CORE-DISCOVERY-002,SFA-CORE-DISCOVERY-002,SRC-PRD-P0,partial,scaffolded,Phase 1 adds RDR artifact and registry scaffolds while full discovery operation remains later.,sufficient,SFA-P1-INIT-DISC-001;SFA-P1-INIT-DISC-002;SFA-P1-INIT-DISC-005,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;implementation_plans/sys-for-ai-dev_all_recommendations_implementation_plan.md,All recommendations AJ 01 PRD integration row for RDR production.
TRACE-SFA-CORE-DISCOVERY-003,SFA-CORE-DISCOVERY-003,SRC-PRD-P0,partial,scaffolded,Phase 1 adds RDR trace model scaffolds while USRD baseline enforcement remains later.,sufficient,SFA-P1-INIT-DISC-001;SFA-P1-INIT-DISC-002;SFA-P1-INIT-DISC-005,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;implementation_plans/sys-for-ai-dev_all_recommendations_implementation_plan.md,All recommendations AJ 01 PRD integration row for USRD discovery trace.
TRACE-SFA-CORE-DISCOVERY-004,SFA-CORE-DISCOVERY-004,SRC-PRD-P0,partial,scaffolded,Phase 1 adds RDR validation scaffolds while candidate promotion workflow remains later.,sufficient,SFA-P1-INIT-DISC-*;SFA-P1-INIT-ROLE-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;implementation_plans/sys-for-ai-dev_all_recommendations_implementation_plan.md,All recommendations AJ 01 PRD integration row for candidate requirements.
TRACE-SFA-CORE-DISCOVERY-005,SFA-CORE-DISCOVERY-005,SRC-PRD-P0,partial,scaffolded,Phase 1 adds RDR template and registry scaffolds while full evidence capture enforcement remains later.,sufficient,SFA-P1-INIT-DISC-*;SFA-P1-INIT-LAYER-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;implementation_plans/sys-for-ai-dev_all_recommendations_implementation_plan.md,All recommendations AJ 01 PRD integration row for discovery content.
TRACE-SFA-CORE-DISCOVERY-006,SFA-CORE-DISCOVERY-006,SRC-PRD-P0,partial,scaffolded,Phase 1 adds discovery template and validation scaffolds while full source inspection automation remains later.,sufficient,SFA-P1-INIT-DISC-*;SFA-P1-INIT-MEM-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;implementation_plans/sys-for-ai-dev_all_recommendations_implementation_plan.md,All recommendations AJ 01 PRD integration row for source inspection before questions.
TRACE-SFA-CORE-DISCOVERY-007,SFA-CORE-DISCOVERY-007,SRC-PRD-P0,partial,scaffolded,Phase 1 adds discovery gate validation scaffolds while full interaction enforcement remains later.,sufficient,SFA-P1-INIT-DISC-*;SFA-P1-INIT-ROLE-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;implementation_plans/sys-for-ai-dev_all_recommendations_implementation_plan.md,All recommendations AJ 01 PRD integration row for focused questioning and PRD approval.
TRACE-SFA-CORE-SKILL-006,SFA-CORE-SKILL-006,SRC-PRD-P0,partial,scaffolded,Phase 1 adds skill lifecycle registry data and validation scaffolds while full lifecycle governance remains later.,sufficient,SFA-P1-INIT-CORESKILL-*;SFA-P1-INIT-SKILL-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;implementation_plans/sys-for-ai-dev_all_recommendations_implementation_plan.md,All recommendations AJ 01 PRD integration row for lifecycle vocabulary.
TRACE-SFA-CORE-SKILL-007,SFA-CORE-SKILL-007,SRC-PRD-P0,partial,scaffolded,Phase 1 adds runtime authority validation scaffolds while full active runtime enforcement remains later.,sufficient,SFA-P1-INIT-CORESKILL-*;SFA-P1-INIT-ROLE-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;implementation_plans/sys-for-ai-dev_all_recommendations_implementation_plan.md,All recommendations AJ 01 PRD integration row for active runtime authority.
TRACE-SFA-CORE-SKILL-008,SFA-CORE-SKILL-008,SRC-PRD-P0,partial,scaffolded,Phase 1 adds scaffold versus runtime authority checks while full promotion workflow remains later.,sufficient,SFA-P1-INIT-CORESKILL-*;SFA-P1-INIT-LAYER-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;implementation_plans/sys-for-ai-dev_all_recommendations_implementation_plan.md,All recommendations AJ 01 PRD integration row for product scaffold skills.
TRACE-SFA-CORE-SKILL-009,SFA-CORE-SKILL-009,SRC-PRD-P0,partial,scaffolded,Phase 1 adds core skill proposal and lifecycle scaffolds while full domain pack routing remains later.,sufficient,SFA-P1-INIT-CORESKILL-*;SFA-P1-INIT-SKILL-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;implementation_plans/sys-for-ai-dev_all_recommendations_implementation_plan.md,All recommendations AJ 01 PRD integration row for governed core skill expansion.
