relationship_id,subject_id,predicate,object_id,evidence_path,notes
REL-TX27-YAML-VALIDATOR-VERIFIES-CONTROL-REGISTRY,SRC-VALIDATOR-YAML-CONTROL-SURFACE,verifies,SRC-REG-CONTROL-RECORDS,Sys4AI/sys_for_ai/yaml_control_surface.py,Validator checks YAML profile control metadata contracts safe parsing family coverage and policy assignment.
REL-TX27-YAML-TESTS-VERIFY-VALIDATOR,SRC-TEST-YAML-CONTROL-SURFACE,verifies,SRC-VALIDATOR-YAML-CONTROL-SURFACE,Sys4AI/tests/test_yaml_control_surface.py,Positive and mandatory negative tests prove fail-closed contract family and parser checks.
REL-TX27-MANIFEST-CONTRACT-VALIDATES-CONTROL,SRC-CONTRACT-SKILL-IMPORT-MANIFEST,validates,SRC-CONTROL-SKILL-IMPORT-MANIFEST,Sys4AI/schemas/contracts/skill_import_manifest.schema.json,Contract closes the selected-family validation gap on the existing registered manifest.
REL-TX27-REPORT-SUPPORTS-EVIDENCE-REGISTRY,SRC-LOCAL-EVIDENCE-YAML-CONTROL-REPORT-TX27,supports,SRC-REG-LOCAL-EVIDENCE-EXECUTION,implementation_plans/acceptance_reports/STRATEGIC-BASELINE-MIGRATION-LOCAL-EVIDENCE-YAML-CONTROL-SFADEV-TX27.md,Report records exact dispositions contract repair limitations and remaining 52 obligations.
REL-TX27-COMPLETION-CLOSES-EXECUTION,SRC-COMPLETION-STRATEGIC-BASELINE-TX27,closes,SRC-TX27-EXECUTION-TRANSACTION,Sys4AI/control_records/completions/RECEIPT-SFADEV-STRATEGIC-BASELINE-TX27-001.yaml,Machine-readable closeout binds eleven passing verifications and all retained authority boundaries.
REL-TX27-HANDOFF-FOLLOWS-COMPLETION,SRC-HANDOFF-STRATEGIC-BASELINE-TX27,follows,SRC-COMPLETION-STRATEGIC-BASELINE-TX27,Sys4AI/control_records/handoffs/HANDOFF-SFADEV-STRATEGIC-BASELINE-TX27-001.yaml,Handoff stops at a new human gate with no later evidence or acceptance route automatically authorized.
REL-TX27-RECEIPT-DESCRIBES-COMPLETION,SRC-STRATEGIC-BASELINE-TX27-RECEIPT,describes,SRC-COMPLETION-STRATEGIC-BASELINE-TX27,implementation_plans/completion_receipts/CR-SFADEV-STRATEGIC-BASELINE-TX27-001.md,Human-readable receipt records exact verification evidence boundaries and next accountable choice.
REL-TX28-EXECUTION-AUTHORIZED-BY-G11-005,SRC-TX28-EXECUTION-TRANSACTION,authorized_by,SRC-DDR-STRATEGIC-BASELINE-G11-005,Sys4AI/control_records/execution_transactions/TX-28-LOCAL-EVIDENCE-FORMAT-GOVERNANCE.yaml,Transaction inherits exactly the bounded ten-row scope and no continuing authority.
REL-TX28-EXECUTION-CONSUMES-TX23-LEDGER,SRC-TX28-EXECUTION-TRANSACTION,consumes,SRC-REG-EVIDENCE-CLOSURE-PLAN,Sys4AI/control_records/execution_transactions/TX-28-LOCAL-EVIDENCE-FORMAT-GOVERNANCE.yaml,Transaction consumes ten frozen locally executable closure IDs without modifying TX-23 bytes.
REL-TX28-EVIDENCE-REGISTRY-CLOSES-TX23-ROUTES,SRC-REG-LOCAL-EVIDENCE-EXECUTION,closes_evidence_from,SRC-REG-EVIDENCE-CLOSURE-PLAN,Sys4AI/registries/local_evidence_execution_registry.csv,Ten additive TX-28 rows join prior accepted rows without modifying activated planning history.
REL-TX28-FORMAT-VALIDATOR-VERIFIES-PROFILES,SRC-VALIDATOR-FORMAT-GOVERNANCE-SURFACE,verifies,SRC-REG-FORMAT-PROFILES,Sys4AI/sys_for_ai/format_governance_surface.py,Validator checks exact profiles policy authority retrieval metadata freshness and extension control.
REL-TX28-FORMAT-TESTS-VERIFY-VALIDATOR,SRC-TEST-FORMAT-GOVERNANCE-SURFACE,verifies,SRC-VALIDATOR-FORMAT-GOVERNANCE-SURFACE,Sys4AI/tests/test_format_governance_surface.py,Positive and mandatory negative tests prove fail-closed profile policy and retrieval checks.
REL-TX28-REPORT-SUPPORTS-EVIDENCE-REGISTRY,SRC-LOCAL-EVIDENCE-FORMAT-GOVERNANCE-REPORT-TX28,supports,SRC-REG-LOCAL-EVIDENCE-EXECUTION,implementation_plans/acceptance_reports/STRATEGIC-BASELINE-MIGRATION-LOCAL-EVIDENCE-FORMAT-GOVERNANCE-SFADEV-TX28.md,Report records exact dispositions bounded repairs limitations and remaining 42 obligations.
REL-TX28-COMPLETION-CLOSES-EXECUTION,SRC-COMPLETION-STRATEGIC-BASELINE-TX28,closes,SRC-TX28-EXECUTION-TRANSACTION,Sys4AI/control_records/completions/RECEIPT-SFADEV-STRATEGIC-BASELINE-TX28-001.yaml,Machine-readable closeout binds ten passing verifications and all retained authority boundaries.
REL-TX28-HANDOFF-FOLLOWS-COMPLETION,SRC-HANDOFF-STRATEGIC-BASELINE-TX28,follows,SRC-COMPLETION-STRATEGIC-BASELINE-TX28,Sys4AI/control_records/handoffs/HANDOFF-SFADEV-STRATEGIC-BASELINE-TX28-001.yaml,Handoff stops at a new human gate with no later evidence or acceptance route automatically authorized.
REL-TX28-RECEIPT-DESCRIBES-COMPLETION,SRC-STRATEGIC-BASELINE-TX28-RECEIPT,describes,SRC-COMPLETION-STRATEGIC-BASELINE-TX28,implementation_plans/completion_receipts/CR-SFADEV-STRATEGIC-BASELINE-TX28-001.md,Human-readable receipt records exact verification evidence boundaries and next accountable choice.
REL-TX29-EXECUTION-AUTHORIZED-BY-G11-006,SRC-TX29-EXECUTION-TRANSACTION,authorized_by,SRC-DDR-STRATEGIC-BASELINE-G11-006,Sys4AI/control_records/execution_transactions/TX-29-LOCAL-EVIDENCE-CSV-REGISTRY.yaml,Transaction inherits exactly the bounded five-row scope and no continuing authority.
REL-TX29-EXECUTION-CONSUMES-TX23-LEDGER,SRC-TX29-EXECUTION-TRANSACTION,consumes,SRC-REG-EVIDENCE-CLOSURE-PLAN,Sys4AI/control_records/execution_transactions/TX-29-LOCAL-EVIDENCE-CSV-REGISTRY.yaml,Transaction consumes five frozen locally executable closure IDs without modifying TX-23 bytes.
REL-TX29-REGISTRY-DEFINITIONS-USE-CONTRACT,SRC-REG-REGISTRY-DEFINITIONS,validated_by,SRC-CONTRACT-REGISTRY-DEFINITION-ROW,Sys4AI/registries/registry_definition_registry.csv,Every core or project-specific registry definition is bound to the executable row contract.
REL-TX29-CSV-VALIDATOR-VERIFIES-DEFINITIONS,SRC-VALIDATOR-CSV-REGISTRY-SURFACE,verifies,SRC-REG-REGISTRY-DEFINITIONS,Sys4AI/sys_for_ai/csv_registry_surface.py,Validator checks strict parsing stable identity governed metadata graph references authority and populated hashes.
REL-TX29-CSV-TESTS-VERIFY-VALIDATOR,SRC-TEST-CSV-REGISTRY-SURFACE,verifies,SRC-VALIDATOR-CSV-REGISTRY-SURFACE,Sys4AI/tests/test_csv_registry_surface.py,Positive and mandatory negative tests prove fail-closed CSV registry checks.
REL-TX29-REPORT-SUPPORTS-EVIDENCE-REGISTRY,SRC-LOCAL-EVIDENCE-CSV-REGISTRY-REPORT-TX29,supports,SRC-REG-LOCAL-EVIDENCE-EXECUTION,implementation_plans/acceptance_reports/STRATEGIC-BASELINE-MIGRATION-LOCAL-EVIDENCE-CSV-REGISTRY-SFADEV-TX29.md,Report records exact dispositions bounded repairs limitations and remaining 37 obligations.
REL-TX29-COMPLETION-CLOSES-EXECUTION,SRC-COMPLETION-STRATEGIC-BASELINE-TX29,closes,SRC-TX29-EXECUTION-TRANSACTION,Sys4AI/control_records/completions/RECEIPT-SFADEV-STRATEGIC-BASELINE-TX29-001.yaml,Machine-readable closeout binds five passing verifications and all retained authority boundaries.
REL-TX29-HANDOFF-FOLLOWS-COMPLETION,SRC-HANDOFF-STRATEGIC-BASELINE-TX29,follows,SRC-COMPLETION-STRATEGIC-BASELINE-TX29,Sys4AI/control_records/handoffs/HANDOFF-SFADEV-STRATEGIC-BASELINE-TX29-001.yaml,Handoff stops at a new human gate with no later evidence or acceptance route automatically authorized.
REL-TX29-RECEIPT-DESCRIBES-COMPLETION,SRC-STRATEGIC-BASELINE-TX29-RECEIPT,describes,SRC-COMPLETION-STRATEGIC-BASELINE-TX29,implementation_plans/completion_receipts/CR-SFADEV-STRATEGIC-BASELINE-TX29-001.md,Human-readable receipt records exact verification evidence boundaries and next accountable choice.
REL-G11-007-AUTHORIZES-TX30,SRC-DDR-STRATEGIC-BASELINE-G11-007,authorizes,SRC-TX30-EXECUTION-TRANSACTION,Sys4AI/control_records/director_decisions/DDR-SFADEV-STRATEGIC-BASELINE-G11-007.yaml,Decision authorizes only the four-row Markdown source-authority family.
REL-TX30-EXECUTION-FOLLOWS-TX29-HANDOFF,SRC-TX30-EXECUTION-TRANSACTION,follows,SRC-HANDOFF-STRATEGIC-BASELINE-TX29,Sys4AI/control_records/execution_transactions/TX-30-LOCAL-EVIDENCE-MARKDOWN-SOURCE.yaml,Transaction consumes the human-gated TX-29 handoff plus fresh accountable authorization.
REL-TX30-REPORT-VERIFIES-MARKDOWN,SRC-LOCAL-EVIDENCE-MARKDOWN-SOURCE-REPORT-TX30,verifies,SRC-REG-REQ-TRACE,implementation_plans/acceptance_reports/STRATEGIC-BASELINE-MIGRATION-LOCAL-EVIDENCE-MARKDOWN-SOURCE-SFADEV-TX30.md,Report binds four exact planned-to-pass transitions to current executed evidence.
REL-TX30-VALIDATOR-CONSUMES-SOURCES,SRC-VALIDATOR-MARKDOWN-SOURCE-SURFACE,consumes,SRC-REG-SOURCES,Sys4AI/sys_for_ai/markdown_source_surface.py,Validator audits every registered Markdown source authority and path.
REL-TX30-VALIDATOR-CONSUMES-DERIVATIVES,SRC-VALIDATOR-MARKDOWN-SOURCE-SURFACE,consumes,SRC-REG-DERIVATIVES,Sys4AI/sys_for_ai/markdown_source_surface.py,Validator proves complete noncanonical generated Markdown registration and provenance.
REL-TX30-TEST-VALIDATES-VALIDATOR,SRC-TEST-MARKDOWN-SOURCE-SURFACE,validates,SRC-VALIDATOR-MARKDOWN-SOURCE-SURFACE,Sys4AI/tests/test_markdown_source_surface.py,Positive and negative tests exercise the focused fail-closed surface.
REL-TX30-COMPLETION-CLOSES-EXECUTION,SRC-COMPLETION-STRATEGIC-BASELINE-TX30,closes,SRC-TX30-EXECUTION-TRANSACTION,Sys4AI/control_records/completions/RECEIPT-SFADEV-STRATEGIC-BASELINE-TX30-001.yaml,Machine-readable closeout binds four passing verifications and retained authority boundaries.
REL-TX30-HANDOFF-FOLLOWS-COMPLETION,SRC-HANDOFF-STRATEGIC-BASELINE-TX30,follows,SRC-COMPLETION-STRATEGIC-BASELINE-TX30,Sys4AI/control_records/handoffs/HANDOFF-SFADEV-STRATEGIC-BASELINE-TX30-001.yaml,Handoff stops at a new human gate with no later route automatically authorized.
REL-TX30-RECEIPT-DESCRIBES-COMPLETION,SRC-STRATEGIC-BASELINE-TX30-RECEIPT,describes,SRC-COMPLETION-STRATEGIC-BASELINE-TX30,implementation_plans/completion_receipts/CR-SFADEV-STRATEGIC-BASELINE-TX30-001.md,Human-readable receipt records exact evidence boundaries and next accountable choice.
REL-TX31-EXECUTION-FOLLOWS-TX30-HANDOFF,SRC-TX31-EXECUTION-TRANSACTION,follows,SRC-HANDOFF-STRATEGIC-BASELINE-TX30,Sys4AI/control_records/execution_transactions/TX-31-LOCAL-EVIDENCE-TOML-CONFIG.yaml,Transaction consumes the TX-30 handoff plus fresh accountable authorization.
REL-TX31-REPORT-VERIFIES-TOML,SRC-LOCAL-EVIDENCE-TOML-CONFIG-REPORT-TX31,verifies,SRC-REG-REQ-TRACE,implementation_plans/acceptance_reports/STRATEGIC-BASELINE-MIGRATION-LOCAL-EVIDENCE-TOML-CONFIG-SFADEV-TX31.md,Report binds nine planned-to-pass transitions to current executed evidence.
REL-TX31-VALIDATOR-CONSUMES-CONFIG,SRC-VALIDATOR-TOML-CONFIG-SURFACE,consumes,SRC-REG-CONFIG-SOURCES,Sys4AI/sys_for_ai/toml_config_surface.py,Validator audits every registered TOML source assignment and contract.
REL-TX31-VALIDATOR-CONSUMES-CONTRACTS,SRC-VALIDATOR-TOML-CONFIG-SURFACE,consumes,SRC-REG-VALIDATION-CONTRACTS,Sys4AI/sys_for_ai/toml_config_surface.py,Validator binds configuration sources to TOML-targeting contracts.
REL-TX31-TEST-VALIDATES-VALIDATOR,SRC-TEST-TOML-CONFIG-SURFACE,validates,SRC-VALIDATOR-TOML-CONFIG-SURFACE,Sys4AI/tests/test_toml_config_surface.py,Positive and negative tests exercise the focused fail-closed surface.
REL-TX31-COMPLETION-CLOSES-EXECUTION,SRC-COMPLETION-STRATEGIC-BASELINE-TX31,closes,SRC-TX31-EXECUTION-TRANSACTION,Sys4AI/control_records/completions/RECEIPT-SFADEV-STRATEGIC-BASELINE-TX31-001.yaml,Machine-readable closeout binds nine passing verifications and retained evidence boundaries.
REL-TX31-HANDOFF-FOLLOWS-COMPLETION,SRC-HANDOFF-STRATEGIC-BASELINE-TX31,follows,SRC-COMPLETION-STRATEGIC-BASELINE-TX31,Sys4AI/control_records/handoffs/HANDOFF-SFADEV-STRATEGIC-BASELINE-TX31-001.yaml,Handoff stops at the next exact transaction and evidence gate.
REL-TX31-RECEIPT-DESCRIBES-COMPLETION,SRC-STRATEGIC-BASELINE-TX31-RECEIPT,describes,SRC-COMPLETION-STRATEGIC-BASELINE-TX31,implementation_plans/completion_receipts/CR-SFADEV-STRATEGIC-BASELINE-TX31-001.md,Human-readable receipt records exact evidence boundaries and next logical route.
REL-G11-009-AUTHORIZES-TX32,SRC-DDR-STRATEGIC-BASELINE-G11-009,authorizes,SRC-TX32-EXECUTION-TRANSACTION,Sys4AI/control_records/director_decisions/DDR-SFADEV-STRATEGIC-BASELINE-G11-009.yaml,Decision authorizes only the ten-row JSON Schema validation-contract family.
REL-TX32-EXECUTION-FOLLOWS-TX31-HANDOFF,SRC-TX32-EXECUTION-TRANSACTION,follows,SRC-HANDOFF-STRATEGIC-BASELINE-TX31,Sys4AI/control_records/execution_transactions/TX-32-LOCAL-EVIDENCE-JSON-SCHEMA.yaml,Transaction consumes the TX-31 handoff plus fresh accountable authorization.
REL-TX32-REPORT-VERIFIES-JSONSCHEMA,SRC-LOCAL-EVIDENCE-JSON-SCHEMA-REPORT-TX32,verifies,SRC-REG-REQ-TRACE,implementation_plans/acceptance_reports/STRATEGIC-BASELINE-MIGRATION-LOCAL-EVIDENCE-JSON-SCHEMA-SFADEV-TX32.md,Report binds ten planned-to-pass transitions to current executed evidence.
REL-TX32-VALIDATOR-CONSUMES-CONTRACTS,SRC-VALIDATOR-JSONSCHEMA-CONTRACT-SURFACE,consumes,SRC-REG-VALIDATION-CONTRACTS,Sys4AI/sys_for_ai/jsonschema_contract_surface.py,Validator audits every registered JSON Schema assignment dialect metadata source and generated catalog binding.
REL-TX32-VALIDATOR-USES-JSONSCHEMA-IO,SRC-VALIDATOR-JSONSCHEMA-CONTRACT-SURFACE,consumes,SRC-JSONSCHEMA-IO,Sys4AI/sys_for_ai/jsonschema_contract_surface.py,Focused checks reuse the established Draft 2020-12 loader and schema validator.
REL-TX32-TEST-VALIDATES-VALIDATOR,SRC-TEST-JSONSCHEMA-CONTRACT-SURFACE,validates,SRC-VALIDATOR-JSONSCHEMA-CONTRACT-SURFACE,Sys4AI/tests/test_jsonschema_contract_surface.py,Positive and negative tests exercise the focused fail-closed surface.
REL-TX32-COMPLETION-CLOSES-EXECUTION,SRC-COMPLETION-STRATEGIC-BASELINE-TX32,closes,SRC-TX32-EXECUTION-TRANSACTION,Sys4AI/control_records/completions/RECEIPT-SFADEV-STRATEGIC-BASELINE-TX32-001.yaml,Machine-readable closeout binds ten passing verifications and retained evidence boundaries.
REL-TX32-HANDOFF-FOLLOWS-COMPLETION,SRC-HANDOFF-STRATEGIC-BASELINE-TX32,follows,SRC-COMPLETION-STRATEGIC-BASELINE-TX32,Sys4AI/control_records/handoffs/HANDOFF-SFADEV-STRATEGIC-BASELINE-TX32-001.yaml,Handoff stops at the next exact transaction and evidence gate.
REL-TX32-RECEIPT-DESCRIBES-COMPLETION,SRC-STRATEGIC-BASELINE-TX32-RECEIPT,describes,SRC-COMPLETION-STRATEGIC-BASELINE-TX32,implementation_plans/completion_receipts/CR-SFADEV-STRATEGIC-BASELINE-TX32-001.md,Human-readable receipt records exact evidence boundaries and next logical route.
REL-TX34-DECISION-AUTHORIZES-EXECUTION,SRC-DDR-STRATEGIC-BASELINE-G11-011,authorizes,SRC-TX34-EXECUTION-TRANSACTION,Sys4AI/control_records/director_decisions/DDR-SFADEV-STRATEGIC-BASELINE-G11-011.yaml,Decision selects only the bounded cross-version CI packet.
REL-TX34-PREFLIGHT-ROUTES-EXECUTION,SRC-MEMPREFLIGHT-STRATEGIC-BASELINE-TX34,routes_to,SRC-TX34-EXECUTION-TRANSACTION,Sys4AI/control_records/memory_preflights/MEMPREFLIGHT-TX-34-CROSS-VERSION-PYTHON-CI-20260712T145255Z,Memory navigation resolves live authority without replacing it.
REL-TX34-WORKFLOW-IMPLEMENTS-EXECUTION,SRC-CROSS-VERSION-PYTHON-WORKFLOW,implements,SRC-TX34-EXECUTION-TRANSACTION,.github/workflows/cross-version-python.yml,Read-only matrix implements the authorized external verification route.
REL-TX34-VALIDATOR-VALIDATES-WORKFLOW,SRC-VALIDATOR-CROSS-VERSION-CI,validates,SRC-CROSS-VERSION-PYTHON-WORKFLOW,Sys4AI/sys_for_ai/cross_version_ci.py,Static contract fails closed on scope matrix permission or validation drift.
REL-TX34-TEST-VALIDATES-VALIDATOR,SRC-TEST-CROSS-VERSION-CI,validates,SRC-VALIDATOR-CROSS-VERSION-CI,Sys4AI/tests/test_cross_version_ci.py,Positive and negative tests exercise the workflow contract.
REL-TX34-REPORT-EVIDENCES-WORKFLOW,SRC-CROSS-VERSION-CI-REPORT-TX34,evidences,SRC-CROSS-VERSION-PYTHON-WORKFLOW,implementation_plans/acceptance_reports/STRATEGIC-BASELINE-MIGRATION-CROSS-VERSION-CI-SFADEV-TX34.md,Report binds the exact successful external run to the candidate workflow and commit.
REL-TX34-COMPLETION-CLOSES-EXECUTION,SRC-COMPLETION-STRATEGIC-BASELINE-TX34,closes,SRC-TX34-EXECUTION-TRANSACTION,Sys4AI/control_records/completions/RECEIPT-SFADEV-STRATEGIC-BASELINE-TX34-001.yaml,Machine-readable closeout binds five passing jobs and retained evidence boundaries.
REL-TX34-HANDOFF-FOLLOWS-COMPLETION,SRC-HANDOFF-STRATEGIC-BASELINE-TX34,follows,SRC-COMPLETION-STRATEGIC-BASELINE-TX34,Sys4AI/control_records/handoffs/HANDOFF-SFADEV-STRATEGIC-BASELINE-TX34-001.yaml,Handoff stops at the next exact external transaction and evidence gate.
REL-TX34-RECEIPT-DESCRIBES-COMPLETION,SRC-STRATEGIC-BASELINE-TX34-RECEIPT,describes,SRC-COMPLETION-STRATEGIC-BASELINE-TX34,implementation_plans/completion_receipts/CR-SFADEV-STRATEGIC-BASELINE-TX34-001.md,Human-readable receipt records exact CI evidence boundaries and next logical route.
REL-TX35-MEASUREMENT-CONFORMS-CONTRACT,SRC-STRATEGIC-VISION-MEASUREMENT-TX35,conforms_to,SRC-CONTRACT-STRATEGIC-VISION-MEASUREMENT,Sys4AI/assurance/strategic_vision_measurement_tx35.yaml,Accepted measurement binds exact data and accountable acceptance through the schema.
REL-TX35-VALIDATOR-VALIDATES-MEASUREMENT,SRC-VALIDATOR-STRATEGIC-METRICS,validates,SRC-STRATEGIC-VISION-MEASUREMENT-TX35,Sys4AI/sys_for_ai/strategic_metrics.py,Validator reproduces all four recorded fractions from named controlled sources.
REL-TX35-REPORT-EVIDENCES-MEASUREMENT,SRC-QUANTITATIVE-STRATEGIC-EVIDENCE-REPORT-TX35,evidences,SRC-STRATEGIC-VISION-MEASUREMENT-TX35,implementation_plans/acceptance_reports/STRATEGIC-BASELINE-MIGRATION-QUANTITATIVE-STRATEGIC-EVIDENCE-SFADEV-TX35.md,Report records exact definitions observations results limitations and later accountable acceptance.
REL-TX35-COMPLETION-CLOSES-EXECUTION,SRC-COMPLETION-STRATEGIC-BASELINE-TX35,closes,SRC-TX35-EXECUTION-TRANSACTION,Sys4AI/control_records/completions/RECEIPT-SFADEV-STRATEGIC-BASELINE-TX35-001.yaml,Closeout completes measurement execution and retains the human gate.
REL-TX35-HANDOFF-FOLLOWS-COMPLETION,SRC-HANDOFF-STRATEGIC-BASELINE-TX35,follows,SRC-COMPLETION-STRATEGIC-BASELINE-TX35,Sys4AI/control_records/handoffs/HANDOFF-SFADEV-STRATEGIC-BASELINE-TX35-001.yaml,Handoff routes only to explicit accountable acceptance rejection or revision.
REL-G11-013-ACCEPTS-TX35-MEASUREMENT,SRC-DDR-STRATEGIC-BASELINE-G11-013,accepts,SRC-STRATEGIC-VISION-MEASUREMENT-TX35,Sys4AI/control_records/director_decisions/DDR-SFADEV-STRATEGIC-BASELINE-G11-013.yaml,Direct accountable decision accepts all four metrics thresholds named sources intervals results and limitations.
REL-TX36-EXECUTION-FOLLOWS-TX35-HANDOFF,SRC-TX36-EXECUTION-TRANSACTION,follows,SRC-HANDOFF-STRATEGIC-BASELINE-TX35,Sys4AI/control_records/execution_transactions/TX-36-QUANTITATIVE-STRATEGIC-EVIDENCE-ACCEPTANCE.yaml,Additive acceptance transaction consumes the human-gated TX-35 handoff and direct human disposition.
REL-TX36-PREFLIGHT-ROUTES-EXECUTION,SRC-MEMPREFLIGHT-STRATEGIC-BASELINE-TX36,routes_to,SRC-TX36-EXECUTION-TRANSACTION,Sys4AI/control_records/memory_preflights/MEMPREFLIGHT-TX-36-QUANTITATIVE-STRATEGIC-EVIDENCE-ACCEPTANCE-20260712T161021Z.yaml,Memory navigation resolves live authority without replacing it.
REL-TX36-COMPLETION-CLOSES-EXECUTION,SRC-COMPLETION-STRATEGIC-BASELINE-TX36,closes,SRC-TX36-EXECUTION-TRANSACTION,Sys4AI/control_records/completions/RECEIPT-SFADEV-STRATEGIC-BASELINE-TX36-001.yaml,Machine-readable closeout binds exact accepted measurement evidence and retained boundaries.
REL-TX36-HANDOFF-FOLLOWS-COMPLETION,SRC-HANDOFF-STRATEGIC-BASELINE-TX36,follows,SRC-COMPLETION-STRATEGIC-BASELINE-TX36,Sys4AI/control_records/handoffs/HANDOFF-SFADEV-STRATEGIC-BASELINE-TX36-001.yaml,Handoff stops before another evidence family or G-10 reconsideration.
REL-TX36-RECEIPT-DESCRIBES-COMPLETION,SRC-STRATEGIC-BASELINE-TX36-RECEIPT,describes,SRC-COMPLETION-STRATEGIC-BASELINE-TX36,implementation_plans/completion_receipts/CR-SFADEV-STRATEGIC-BASELINE-TX36-001.md,Human-readable receipt records accountable acceptance exact results limitations and separate gates.
REL-TX37-DECISION-AUTHORIZES-EXECUTION,SRC-DDR-STRATEGIC-BASELINE-G11-014,authorizes,SRC-TX37-EXECUTION-TRANSACTION,Sys4AI/control_records/director_decisions/DDR-SFADEV-STRATEGIC-BASELINE-G11-014.yaml,Decision selects protocol readiness only and preserves external execution gates.
REL-TX37-PREFLIGHT-ROUTES-EXECUTION,SRC-MEMPREFLIGHT-STRATEGIC-BASELINE-TX37,routes_to,SRC-TX37-EXECUTION-TRANSACTION,Sys4AI/control_records/memory_preflights/MEMPREFLIGHT-TX-37-INDEPENDENT-ROTATED-EVALUATION-PROTOCOL-20260712T163604Z.yaml,Memory navigation resolves live authority without replacing it.
REL-TX37-PROTOCOL-CONFORMS-CONTRACT,SRC-INDEPENDENT-EVALUATION-PROTOCOL-TX37,conforms_to,SRC-CONTRACT-INDEPENDENT-EVALUATION-PROTOCOL,Sys4AI/assurance/independent_evaluation_protocol_tx37.yaml,Protocol binds independence confidentiality rotation result and permission readiness fields.
REL-TX37-PROTOCOL-EXTENDS-SAFETY-EVIDENCE,SRC-INDEPENDENT-EVALUATION-PROTOCOL-TX37,extends,SRC-SAFETY-EVALUATION-PACKET-TX17,Sys4AI/assurance/independent_evaluation_protocol_tx37.yaml,External protocol addresses the explicitly retained independence and confidentiality gap without changing TX-17 history.
REL-TX37-PROTOCOL-REFERENCES-PUBLIC-HOLDOUT,SRC-INDEPENDENT-EVALUATION-PROTOCOL-TX37,references,SRC-HOLDOUT-SUITE-SELF-CHANGE-TX17,Sys4AI/assurance/independent_evaluation_protocol_tx37.yaml,Public holdout hash provides a regression baseline but not confidential external evidence.
REL-TX37-VALIDATOR-VALIDATES-PROTOCOL,SRC-VALIDATOR-INDEPENDENT-EVALUATION,validates,SRC-INDEPENDENT-EVALUATION-PROTOCOL-TX37,Sys4AI/sys_for_ai/independent_evaluation.py,Validator fails closed on drift self-evaluation disclosure relaxed thresholds permissions or premature evidence claims.
REL-TX37-TEST-VALIDATES-VALIDATOR,SRC-TEST-INDEPENDENT-EVALUATION,validates,SRC-VALIDATOR-INDEPENDENT-EVALUATION,Sys4AI/tests/test_independent_evaluation.py,Positive and negative tests exercise the readiness boundary.
REL-TX37-REPORT-EVIDENCES-PROTOCOL,SRC-INDEPENDENT-EVALUATION-PROTOCOL-REPORT-TX37,evidences,SRC-INDEPENDENT-EVALUATION-PROTOCOL-TX37,implementation_plans/acceptance_reports/STRATEGIC-BASELINE-MIGRATION-INDEPENDENT-EVALUATION-PROTOCOL-SFADEV-TX37.md,Report records readiness blockers limitations and next gate.
REL-TX37-COMPLETION-CLOSES-EXECUTION,SRC-COMPLETION-STRATEGIC-BASELINE-TX37,closes,SRC-TX37-EXECUTION-TRANSACTION,Sys4AI/control_records/completions/RECEIPT-SFADEV-STRATEGIC-BASELINE-TX37-001.yaml,Machine-readable closeout binds protocol readiness and absent external evidence.
REL-TX37-HANDOFF-FOLLOWS-COMPLETION,SRC-HANDOFF-STRATEGIC-BASELINE-TX37,follows,SRC-COMPLETION-STRATEGIC-BASELINE-TX37,Sys4AI/control_records/handoffs/HANDOFF-SFADEV-STRATEGIC-BASELINE-TX37-001.yaml,Handoff stops before evaluator selection artifact transfer external execution or acceptance.
REL-TX37-RECEIPT-DESCRIBES-COMPLETION,SRC-STRATEGIC-BASELINE-TX37-RECEIPT,describes,SRC-COMPLETION-STRATEGIC-BASELINE-TX37,implementation_plans/completion_receipts/CR-SFADEV-STRATEGIC-BASELINE-TX37-001.md,Human-readable receipt preserves protocol versus result distinction.
REL-G11-015-SUPERSEDES-G11-014-ROUTE,SRC-DDR-STRATEGIC-BASELINE-G11-015,supersedes_route,SRC-DDR-STRATEGIC-BASELINE-G11-014,Sys4AI/control_records/director_decisions/DDR-SFADEV-STRATEGIC-BASELINE-G11-015.yaml,Only the post-readiness current execution route is superseded and all completed TX-37 evidence is preserved.
REL-G11-015-DISPOSITIONS-INDEPENDENT-EVALUATION,SRC-DDR-STRATEGIC-BASELINE-G11-015,dispositions,SRC-INDEPENDENT-EVALUATION-PROTOCOL-TX37,Sys4AI/control_records/director_decisions/DDR-SFADEV-STRATEGIC-BASELINE-G11-015.yaml,Independent external evaluation remains active future work and is neither executed waived nor deleted.
REL-TX38-EXECUTION-FOLLOWS-TX37-HANDOFF,SRC-TX38-EXECUTION-TRANSACTION,follows,SRC-HANDOFF-STRATEGIC-BASELINE-TX37,Sys4AI/control_records/execution_transactions/TX-38-INDEPENDENT-EVALUATION-FUTURE-WORK-DISPOSITION.yaml,Disposition consumes the completed TX-37 readiness handoff without mutating it.
REL-TX38-PREFLIGHT-ROUTES-EXECUTION,SRC-MEMPREFLIGHT-STRATEGIC-BASELINE-TX38,routes_to,SRC-TX38-EXECUTION-TRANSACTION,Sys4AI/control_records/memory_preflights/MEMPREFLIGHT-TX-38-INDEPENDENT-EVALUATION-FUTURE-WORK-DISPOSITION-20260712T193912Z.yaml,Memory navigation resolves live authority without replacing it.
